Data Scientist (ML/AI),"Job DetailsDear Candidate,We're Hiring for 




Data Scientist (ML/AI)



Roles & Responsibilities :-


12th pass or graduate requiredgood with MS officefast in typing and error free data entry


Regards,
Team HROther Details DepartmentData EntryIndustry IT IT - Software",
Data Scientist,"Job Details
Min 2 years of hands-on experience in predictive modelling and analysis, predictive software
development
Experience implementing ML algorithms such as Logistic Regression, Naive Bayes, Bayesian
Network, Decision Tree, Bagging/boosting, convex optimization, Deep learning
Hands-on experience on a minimum of 2 projects that involves Deep Learning
Excellent organisational and analytical skills
Exposure to REST concepts will be a plus
Expert knowledge in development will be a plus
Other Details DepartmentData EntryIndustry IT IT - Software",
Data analyst / Data scientist,"Job DetailsExperience:06 to 2 years
Location:Vadodara, India
Salary:1.2 LPA to 2.4 LPA.
Full-time
The company looks forward to hiring candidates with stability (minimum one year) and zeal to learn and grow.Other Details DepartmentIT Operations / EDP / MISIndustry IT Recruitment Services",
Data Scientist/Senior Data Scientist,"Job Details
Data Scientist/Sr. Data Scientist

Skills : APLD (mandate) , Python/R, SQL, Predictive ModellingJob Responsibility :- Apply a broad array of analytics skills including machine learning, statistics, text-mining/NLP, and modeling to extract insights from structured and unstructured data sources and complementary real-world & digital information streams to business challenges- Developing and evolving core commercial models used across all analytics packages. Examples of the models will be ; Multi-Channel Analytics, Patient Pathways, Omni-Channel Segmentation, Territory Design, Customer Targeting, Attribution Modeling, & Predictive Commercial Mix- Design data test and learn experiments to drive personalized solutions across the customer journeys addressing key customer needs as well as enabling personalized experiences across each touch points through connective analytics.- Collaborate across business to prototype, launch and Iterate analytics capabilities that quickly scale globally- Lead the collaborate with local and global teams to ensure data driven decisions are embedded into business process.- Automate analytics models and simplify information managementQualifications :- Bachelor's degree in computer science or related field, with 6+ years of demonstrated experience in developing product-level ML algorithms, with a proven track record of successfully delivering applied research to production (4+ with Masters)- Strong written and verbal communication skills- Excellent problem solving and data analysis skills, with expertise in developing or applying predictive analytics, statistical modeling, data and text mining/NLP, or machine learning algorithms on structured and unstructured data, at scale- Applied research experience in machine learning or deep learning or information retrieval or data analytics- Develop insights and storylines through translation of analysis and modeling- Build and deploy tools and methodologies to create solutions enabling analytics and measurement of sales and marketing activities (e.g., market-mix modeling, cross-channel attribution, omni-channel segmentation and customer targeting, patient pathways, omni-channel customer journey analysis and optimization etc.)- Develop insights and storylines through translation of analysis and modeling- End to end experience in retrieving data and developing an executive-level analysis through advanced analytics techniques- Partner with leaders from across the business to translate the company's business objectives, market opportunities & portfolio of offerings into a formal, cohesive global commercial strategy- Lead the development and implementation measurement planning aligning to strategy.- Lead the collaborate with local and global teams to ensure data driven decisions are embedded into business process.- We are looking for professionals with these skills to achieve our goals. If YOU have these skills, we would like to speak to you.- Hands on experience using Apache Spark, Python, R, SQL and Data Visualization tools- Experience or understanding of end to end software tool/solution development and life cycle management- Intellectual Curiosity- Knowledge of the data landscape in healthcare (EHR, claims data, real world data, HEOR data)- Relevant years of experience (pharma data sets)Senior data scientist : 5 years in APLDData Scientist : 1 year in APLDSKILLS & CAPABILITIES : PATIENT ANALYTICS1) Expertise in APLD across all therapy areas (Examples below are illustrative & NOT exhaustive) : MUST HAVENOTE : Expectation is that capability will not be restricted to using data & creating output. There should be a strong understanding of what the output means and to have judgement in assessing the reasonability and meaningfulness of output.a) Patient eligibilityb) Look-back & look-forward rules c) Source of Businessd) Alignment to zip, DMA, MSA, County, State, Providere) Patient adherence measuresf) Discontinuation analysesg) Referral patternsh) Refill gapsi) Refill Patternsj) Patient Pathway analysis2) Technical Skills : a) SQL : MUST HAVEb) Python/R : MUST HAVE3) Methodological capabilitiesa) Correlation analyses : MUST HAVEb) Segmentation & Clustering : MUST HAVEc) Design of Test/Control framework : NICE to HAVEd) Predictive modeling: MUST HAVEe) Outlier Detection : MUST HAVEf) Imputation & Simulation : MUST HAVE4) Consultation on methodology/solution design for business questions : MUST HAVE5) Data Assets beyond APLD-Xponent, DDD, SPP : MUST HAVEYou could connect with me via LinkedIn at https://www.linkedin.com/in/karishma-narang-ahidden_mobile9/
,Other Details DepartmentDBA / DatawarehousingIndustry IT Management Consulting / Strategy EducationGraduation",
Lean SigmaSenior Data Scientist Data & Analytics,"Job DetailsRole & Responsibilities Work closely with global & regional teams to architect, develop, and maintain advanced reporting and data visualization capabilities on large volumes of data to support analytics and reporting needs across products, markets and services. Obtain data from multiple sources, collate, analyze, and triangulate information to develop reliable fact bases. Effectively use tools to manipulate large-scale databases, synthesizing data insights. Execute cross-functional projects using advanced modeling and analysis techniques to discover insights that will guide strategic decisions and uncover optimization opportunities. Build, develop and maintain data models, reporting systems, dashboards and performance metrics that support key business decisions. Extract intellectual capital from engagement work and actively share tools, methods and best practices across projects  Provide 1st level insights/conclusions/assessments and present findings via Tableau/PowerBI dashboards, Excel and PowerPoint.  Apply quality control, data validation, and cleansing processes to new and existing data sources. Lead, mentor and guide more junior team members. Communicate results and business impacts of insight initiatives to stakeholders in leadership, technology, sales, marketing and product teams. Bring your Passion and ExpertiseAll About You  Experience in data management, data mining, data analytics, data reporting, data product development and quantitative analysis  Financial Institution or a Payments experience a plus Experience presenting data findings in a readable and insight driven format. Experience building support decks. Advanced SQL skills, ability to write optimized queries for large data sets (Big data) Experience on Platforms/Environments: Cloudera Hadoop, Big data technology stack, SQL Server, Microsoft BI Stack Experience with data visualization tools such as Looker, Tableau, PowerBI Experience with Python, R, a plus,Other Details DepartmentGeneral / Other SoftwareIndustry IT Banking / Financial Services EducationGraduation",
Tredence - Data Scientist - Data Science/Machine Learning Operations - WalkIn,"Job Details
Walk in Recruitment for Data Science and MLOPs  

Data Scientist (1-7 yrs)Criteria:Mandatory project experience in Data Science with hands on in Sql, Python, Supervised Learning, Un-Supervised Learning, reinforcement learning and Time Series ForecastingRole Brief- As a Data scientist you will solve some of the most impactful business problems for our clients using a variety of AI and ML technologies. You will collaborate with business partners and domain experts to design and develop innovative solutions on the data to achieve predefined outcomes.Key Responsibilities:- Engage with clients to understand current and future business goals and translate business problems into analytical frameworks- Develop custom models based on in-depth understanding of underlying data, data structures, and business problems to ensure deliverables meet client needs- Create repeatable, interpretable and scalable models - Effectively communicate the analytics approach and insights to a larger business audienceEducation: Engineering Grads or MA / MSc from Statistics/ Maths/ Economics background who have graduated in 2021 or beforeMachine Learning Engineer (1-7 yrs)Criteria:Mandatory project experience in any Machine Learning Platforms (ML Flow, DataIKU, Sagemaker, VertexAI) and Python. Devops, Docker, Kubernates, Data Engineering with Pyspark experience are good to have.Role BriefAs a Machine Learning Engineer you will solve some of the most impactful business problems for our clients using a variety of AI and ML technologies. You will collaborate with business partners and domain experts to design and develop innovative solutions with the models to achieve predefined outcomesTHE IDEAL CANDIDATE WILL- Engage with clients to understand current and future business goals and translate business problems into high level solution approach- Work hands-on on building the model deployment and monitoring pipelines based on in-depth understanding of underlying data, data structures, and business problems to ensure deliverables meet client needs- Effectively communicate the approach and insights to a larger business audience- Collaborate with team members, peers and leadership at Tredence and client companiesEducation: Engineering Grads or MA / MSc from Statistics/ Maths/ Economics background who have graduated in 2021 or beforeTimings: 9:30 AM to 1 PMDate - 2nd July 2022Interview venue: Tredence Analytics, 2nd Floor, Sattva Knowledge Court, 20 21, 7th Cross Rd, Green Domain Layout, EPIP Zone, Whitefield, Bengaluru, Karnataka 560048
,Other Details DepartmentGeneral / Other SoftwareIndustry IT Management Consulting / Strategy EducationGraduation",
"Data Scientist - (BERT, NLP), Kubeflow (or) ML Ops","Job Details


Data Scientist - (BERT, NLP), Kubeflow (or) ML Ops



Job Description
Experience: 1 to 5 Years
Salary: 25 to 55K Per Month
 
We're seeking for a SQL Server DBA with experience to join our team! You will be responsible for the installation, configuration, maintenance, and performance of important SQL Server RDBMS systems as a SQL Server DBA. Responsibilities
Manage SQL Server databases
Configure and keep database servers and processes up to date.
Keep an eye on the system's health and performance.
Ensure good performance, availability, long-term viability, and security.
Real-time problem analysis, resolution, and correction
Make recommendations for solutions.
Regular processes should be refined and automated, issues should be tracked, and modifications should be documented.
Assist with query tuning and schema refinement for developers.
Provide assistance for important production systems 24 hours a day, 7 days a week.
After hours, do regular maintenance and assist with release deployment activities.
Qualifications and requirements
B.Tech/MCA/MCP/MCTS/MCITP
1-5 years of experience working as a SQL Server DBA or in a similar position 1-2 years of administration expertise with MY SQL Server/PostgreSQL is necessary.
1-5 years of Windows Server and Linux Server experience
A sense of pride in your work and its contribution to the company's success.
Problem-solving abilities and critical thinking
Team player
Excellent time-management abilities
Outstanding interpersonal and communication abilities experience 1 to 5 years (1-2 years of administration expertise).
 Other Details DepartmentDBA / DatawarehousingIndustry IT IT - Software",
Engineer II - Data scientist,"Job Details
Job Description
 
Roles and Responsibilities
Convert requirements to responsive and user friendly web pages using Figma Illustrate design ideas using storyboards, process flows and sitemaps Optimize web pages for maximum speed and minimum resource requirements Build the front-end of applications through appealing visual design Test software to ensure responsiveness and efficiency Prepare Unit Test Plans Implement UI validation where applicable. Debug and Write SQLs required for back-end integration Writing well designed, testable, reusable, efficient code Manage 1-2 Engineer I - Fullstack Developer Dockerize Angular Applications Deploy Bodhee microservices
 


Education/Experience
 
Key Skills Must have 3+ years of experience in HTML, CSS, SCSS, JavaScript, TypeScript, Bootstrap4, Angular2+ Good understanding of API integration Working knowledge of Caching Basic understanding of Cloud Infrastructure HighChartJS, D3JS Git, Docker, Jenkins Experience with Linux environment Creative Problem Solving & Analytical skills Eager to learn and develop a career as a Fullstack Developer Agile, Flexible and a Team Player Hands on experience on any of MVC framework Understanding of layout aesthetics Proficient understanding of cross-browser compatibility issues and ways to work around them.
Optional: Java8, Play Framework / Spring Boot Good understanding of RDBMS(Postgres and TimescaleDB) and experience with SQL Kafka
Other Details DepartmentSite Engineering / Project ManagementGeneral / Other SoftwareIndustry IT IT - Software",
Sr. Data Scientist,"Job Details
Collaborate with internal customers to capture requirements, design solutions & make recommendations
Deliver Technical Specifications documents for review
Collaboration with team software engineer resources onshore & offshore
Leverage understanding of data relationships and schemas to structure data to enable multi-layered customer-level analysis
Construct processes to build Customer ID mapping files for use in building 360 degree view of customers across data sources.
Leverage scripting languages to automate key processes governing data movement, cleansing and processing activities.
Innovate on new methods to address customer needs.

What you need to succeed 

Bachelors or Masters degree in Computer Science, Engineering, Data Sciences, Statistics, or a related analytics field.
5+ years of strong experience with data transformation & ETL on large data sets, hands on SQL / NoSQL experience including Data Modeling.
,Other Details DepartmentGeneral / Other SoftwareBio Tech / R&D / ScientistIndustry IT IT - Software EducationGraduation",
Looking Candidates for-Data Scientist - Associate,"Job DetailsRequisition Title: Data Scientist Associates - CCB Workforce Planning
Job Title: Data Scientist Associates
Job Grade: 601
Location: Mumbai / Bengaluru
Manager: Mukesh Patil
Team: Workforce Planning
   Job Description   
Workforce Planning (WFP) organization is a part of Consumer and Community Banking Operations division. Workforce Planning Data Science team is tasked with delivering quantitatively driven solutions to support the core WFP functions (demand forecasting, capacity planning, resource scheduling, and business analysis & support). The WFP team supports Chase s call centers, back office, and ~5,200 retail branches.
Projects engaged by the Data Science team can be complex, data intensive, and of a high level of difficulty, each having significant impact on the business. Typically, these problems will be of an unstructured nature, whereby the employee will be expected to quickly assess and comprehend the situation then develop a practical problem-solving strategy. You will be expected to analyze the topic in question, develop solution proposals and review their results and next steps with management for prioritization, timing, and delivery. 
The data science optimization team is supported by the next-gen data science solutions that move us closer to real-time inference, decision making, and optimizing:

Schedule Optimization Predictive scheduling and optimization, shift optimization
Operations Research Branch, call center, back-office networks simulation, Supply Chain, Inventory Management, Digitization and What-if scenarios testing
Yield/Revenue Management Rationalize cost to serve vs service levels, penalty cost modeling meeting contractual agreements at varying degrees of capacity, head count, and schedule impacts 
Supply Forecasting Staffing, service levels, and stress forecasting and outlooks

   Responsibilities   
The Data Scientist Associates  (Optimization) will have the economics underpinning with a desire to make a large business impact for lines of business/functions with their thought leadership delivering strategic projects using exciting big data environments, econometrics, statistics, and technology solutions. You will have outstanding attention to details, comfortable under ambiguity and affinity for problem solving, evaluating trends and anticipating requirements directly supporting the broader CCB WFP objectives, to ensure clients, partners, stakeholders have the best and most predictive/prescriptive data available for decision making. The Data Scientist Associates shall work together at the intersection of AI, ML, Econometrics, applied scientific computing to ensure Chase maintains the best quantitative models and optimization.

   Qualifications   
  Educational Background  
Bachelor s Degree or Master s+ with 4+ years of experience with different micro & macro-economic characteristics as an Optimization professional (e.g., OR analyst, statistician, industrial engineer, or related professions) in a quantitative field: Statistics, Engineering, Operations Research, Economics, Mathematics, Machine Learning, Artificial Intelligence, Decision Sciences, and related disciplines.
  Technical Skills  

Advanced expertise with  Queuing theory, linear and non-linear programming, integer programing,  network analysis, replacement problems, sequencing, dynamic problem, pricing elasticity, cost structuring, benefits/loss propositions, and other ad-hoc strategies such as remediation plans regarding pricing policies, risks, controls
Familiarity with utility-theory, graph theory based discrete choice-modeling, 
Ability to adapt/modify existing or build new statistics models, machine learning models, and/or operations research simulations and models.
Develop and monitor KPIs, metrics, SLAs that attain customer strategies using statistical models, heuristics, and scalable algorithms
Programming languages: Python, R

  Ideal Skills  

Understand business problems to turn cost to serve profiles into useful analyses and convey recommendations in pricing tactics, margin models engaging with technology counterparts to maximize value even falling short to meet capacity target consistent with defined contract agreements, scheduling gaps, inadequate staff levels.
Communicate complicated concepts and relevant scientific insights from data clearly to business leaders and strong record of executing pricing processes and applied use cases to optimize overall margins, staff allocations to sustain headcount planning & performance
Ability to analyze live customer demand and react to last-minute changes such as inclement weather or operational capacity constraints or any potential staff or scheduling impacts

  Other Good to have Skills  

Implemented or extensive training in machine learning methods (boosted regression trees, random forests, neural networks)
Sophisticated use of data analytics and visualization tools in reporting and influencing
Nice to have exposure in machine learning APIs and computational packages (Tensorflow, PyTorch, Rust, Caffe2, Gluon, Keras, similar framework).
Experience with Tableau Server, Alteryx, and SAS is good to have but not mandatory
,Other Details DepartmentSales / BDIndustry IT Banking / Financial Services EducationGraduation",
"jobTitle","jobDescription"
"Cyber Security - Analyst","Job Details*
Looking for a cyber security analyst whose main objective is to help the execution of Cybersecurity programs. Main missions :

Provide support on analysis of supplier contracts for third party risk management program.
Review supplier certificates and evidences based on a checklist .
Collaborate with other vendors for raising supplier assessments and evaluating supplier postures.
Onboard different SE BUs onto Third Party program.
Play active role in third party incident resolution and Collaborate with other security teams on the same.
Actively participate in operationalizing the Supplier access process


, *



Bachelors Degree in a related Cybersecurity/IT/Computer Science field
Quick learner with the ability to learn and adapt quickly
Knowledge of Windows, basic security, and networking principles
Knowledge of cyber security attack vectors and threats
Knowledge on Third Party Risk Management objectives
Excellent written and spoken Communication skills
Soft skills - Influencing skills 


Other Details DepartmentStatistics / AnalyticsIndustry IT Manufacturing EducationGraduation"
"Profile for Cyber Security Analyst","Job DetailsRole Purpose The purpose of this role is to analyse, identify, rectify &recommend specific improvement measures that help in the securityposture of the organization by protecting the sensitive information Do Ensuring customer centricity by providing aptcybersecurity Monitoring and safeguarding the log sources and security access Planning for disaster recovery in the event of any securitybreaches Monitor for attacks, intrusions and unusual, unauthorized orillegal activity Performs moderately complex log reviews and forensic analysis toidentify unauthorized or unacceptable access to data or systems Conduct security assessments, risk analysis and root causeanalysis of security incidents Handling incidents escalated by the L1 team in 24x7 rotationalshifts Use advanced analytics tools to determine emerging threatpatterns and vulnerabilities Completing all tactical security operations tasks associatedwith this engagement. Analyses all the attacks and come up with remedial attackanalysis Conduct detailed analysis of incidents and create reports anddashboards Stakeholder coordination & audit assistance Liaise with stakeholders in relation to cyber security issuesand provide future recommendations Maintain an information security risk register and assist withinternal and external audits relating to information security Assist with the creation, maintenance and delivery of cybersecurity awareness training for colleagues Advice and guidance to employees on issues such as spam andunwanted or malicious emails Stakeholder Interaction Stakeholder Type Stakeholder Identification Purpose of Interaction Internal Technical Lead/ Project Lead Regular reporting & updates Security Intelligence (Practice) Coordination for security reasons External Customer To coordinate for all security breaches & resolutions Display Lists the competencies required to perform this role effectively: Functional Competencies/ Skill Leveraging Technology - Knowledge of current and upcoming technology(automation, tools and systems) to build efficiencies and effectivenessin own function/ Client organization - Expert Process Excellence - Ability to follow the standards and norms toproduce consistent results, provide effective control and reduction ofrisk Expert Functional/Technical - Knowledge of Network Security devices,firewalls, end points, SIEM, application security, IPS/IDS, VA / PTskills - Master Competency Levels Foundation Knowledgeable about the competency requirements. Demonstrates (inparts) frequently with minimal support and guidance. Competent Consistently demonstrates the full range of the competencywithout guidance. Extends the competency to difficult and unknownsituations as well. Expert Applies the competency in all situations and is serves as a guideto others as well. Master Coaches others and builds organizational capability in thecompetency area. Serves as a key resource for that competency and isrecognized within the entire organization. Behavioral Competencies Effective Communication Collaborative Working Execution Excellence Problem Solving & Analytical Skills Deliver No. Performance Parameter Measure 1. Customer centricity Timely security breach solutioning to end users,Internal stakeholders & external customers experience 2. Process Adherence Adherence to SLA s (90-95%), response time and resolutiontime TAT,Other Details DepartmentGeneral / Other SoftwareSecurity ServicesIndustry IT IT - Software EducationGraduation"
"Looking applicants for-Cyber Security Analyst","Job DetailsRole Purpose The purpose of this role is to analyse, identify, rectify &recommend specific improvement measures that help in the securityposture of the organization by protecting the sensitive information Do Ensuring customer centricity by providing aptcybersecurity Monitoring and safeguarding the log sources and security access Planning for disaster recovery in the event of any securitybreaches Monitor for attacks, intrusions and unusual, unauthorized orillegal activity Performs moderately complex log reviews and forensic analysis toidentify unauthorized or unacceptable access to data or systems Conduct security assessments, risk analysis and root causeanalysis of security incidents Handling incidents escalated by the L1 team in 24x7 rotationalshifts Use advanced analytics tools to determine emerging threatpatterns and vulnerabilities Completing all tactical security operations tasks associatedwith this engagement. Analyses all the attacks and come up with remedial attackanalysis Conduct detailed analysis of incidents and create reports anddashboards Stakeholder coordination & audit assistance Liaise with stakeholders in relation to cyber security issuesand provide future recommendations Maintain an information security risk register and assist withinternal and external audits relating to information security Assist with the creation, maintenance and delivery of cybersecurity awareness training for colleagues Advice and guidance to employees on issues such as spam andunwanted or malicious emails Stakeholder Interaction Stakeholder Type Stakeholder Identification Purpose of Interaction Internal Technical Lead/ Project Lead Regular reporting & updates Security Intelligence (Practice) Coordination for security reasons External Customer To coordinate for all security breaches & resolutions Display Lists the competencies required to perform this role effectively: Functional Competencies/ Skill Leveraging Technology - Knowledge of current and upcoming technology(automation, tools and systems) to build efficiencies and effectivenessin own function/ Client organization - Expert Process Excellence - Ability to follow the standards and norms toproduce consistent results, provide effective control and reduction ofrisk Expert Functional/Technical - Knowledge of Network Security devices,firewalls, end points, SIEM, application security, IPS/IDS, VA / PTskills - Master Competency Levels Foundation Knowledgeable about the competency requirements. Demonstrates (inparts) frequently with minimal support and guidance. Competent Consistently demonstrates the full range of the competencywithout guidance. Extends the competency to difficult and unknownsituations as well. Expert Applies the competency in all situations and is serves as a guideto others as well. Master Coaches others and builds organizational capability in thecompetency area. Serves as a key resource for that competency and isrecognized within the entire organization. Behavioral Competencies Effective Communication Collaborative Working Execution Excellence Problem Solving & Analytical Skills Deliver No. Performance Parameter Measure 1. Customer centricity Timely security breach solutioning to end users,Internal stakeholders & external customers experience 2. Process Adherence Adherence to SLA s (90-95%), response time and resolutiontime TAT GRC Consulting,Other Details DepartmentGeneral / Other SoftwareSecurity ServicesIndustry IT IT - Software EducationGraduation"
"AVP Enterprise Security","Job DetailsHi,
We are looking for the position of AVP - Enterprise Security for one of our premium client.
 
 
Locations: Chennai , Mumbai , Bangalore
 
 
Job Description:
 
 

Being an Intrapreneur within an enterprise, supporting the practice head, in identifying business opportunities, positioning Enterprise IT.
Security products, solutions & services, consulting to customers and setup best practices to deliver world-class services, including governance, Risk & Compliance Management, SIEM, Vulnerability Management, Identity / Access Management, and Enterprise wide Security Architecture.
Establishing a strong external ecosystem to draw maximum leverage via ISV / OEM Partnering.
Engaging with analysts and advisors to drive market differentiation / leadership to create business value differentiations & unique value.
Propositions among competing companies.
Engage at a CIO, CISO, CTO level and advise them wearing a consulting hat.
Any certifications like ITIL V3, CISSP, C|CISO, CCSK is an added advantage.
GTM Strategy for this practice/business.
Responsible for managing the BUs P&L.
Nurture & grow a strong practice team fostering a positive, high-energy & high-performance culture.

 
 
 
If anyone interested share your update CV to
hidden_emailOther Details DepartmentNetworkingIndustry IT IT - Hardware / Networking"
"AVP - Enterprise Security  Leading MNC Company","Job DetailsWarm Greeting,
Currently We are Hiring for AVP - Enterprise Security # Leading MNC company
Location: Mumbai, Bangalore, Chennai
Exp: 14-20 years
 ROLES & RESPONSIBILITIES:
A) Intrapreneur:
Being an Intrapreneur within an enterprise, supporting the practice head, in identifying business opportunities, positioning Enterprise IT Security products, solutions & services, consulting to customers and setup best practices to deliver world-class services, including Governance, Risk & Compliance Management, SIEM, Vulnerability Management, Identity / Access Management, and Enterprise wide Security Architecture.
Establishing a strong external ecosystem to draw maximum leverage via ISV / OEM Partnering. Engaging with analysts and advisors to drive market differentiation / leadership to create business value differentiations & unique value propositions among competing companies.
Engage at a CIO, CISO, CTO level and advise them wearing a consulting hat.
Any certifications like ITIL V3, CISSP, C|CISO, CCSK is an added advantage
GTM Strategy for this practice/business.
Responsible for managing the BUs P&L.
Nurture & grow a strong practice team fostering a positive, high-energy & high-performance culture.
B) Technocrat:
Technology expert.
Build a team of solution architects & subject matter experts.
Ability to establish a unique, clear & specific use cases for enterprise customers.
Create solution centers/POCs, showcasing company's core expertise in this practice.
C) Business Management:
Strategic & tactical vision and execution plan, for business growth.
Market intelligence.
Support effective project execution in tandem with delivery team(s).
Excellence in business forecasting accuracy.
Strategizing market positioning statements, of solutions/services offered.
 
Reagrds,
Saranya Ramakrishnan
Recruitment Consultant -  People First Consultants Pvt Ltd.,
Mail to: hidden_emailOther Details DepartmentApplication Programming / MaintenanceIndustry IT IT - Software"
"Recruit for the post of Cyber Security Analyst","Job DetailsRole Purpose The purpose of this role is to analyse, identify, rectify &recommend specific improvement measures that help in the securityposture of the organization by protecting the sensitive information Do Ensuring customer centricity by providing aptcybersecurity Monitoring and safeguarding the log sources and security access Planning for disaster recovery in the event of any securitybreaches Monitor for attacks, intrusions and unusual, unauthorized orillegal activity Performs moderately complex log reviews and forensic analysis toidentify unauthorized or unacceptable access to data or systems Conduct security assessments, risk analysis and root causeanalysis of security incidents Handling incidents escalated by the L1 team in 24x7 rotationalshifts Use advanced analytics tools to determine emerging threatpatterns and vulnerabilities Completing all tactical security operations tasks associatedwith this engagement. Analyses all the attacks and come up with remedial attackanalysis Conduct detailed analysis of incidents and create reports anddashboards Stakeholder coordination & audit assistance Liaise with stakeholders in relation to cyber security issuesand provide future recommendations Maintain an information security risk register and assist withinternal and external audits relating to information security Assist with the creation, maintenance and delivery of cybersecurity awareness training for colleagues Advice and guidance to employees on issues such as spam andunwanted or malicious emails Stakeholder Interaction Stakeholder Type Stakeholder Identification Purpose of Interaction Internal Technical Lead/ Project Lead Regular reporting & updates Security Intelligence (Practice) Coordination for security reasons External Customer To coordinate for all security breaches & resolutions Display Lists the competencies required to perform this role effectively: Functional Competencies/ Skill Leveraging Technology - Knowledge of current and upcoming technology(automation, tools and systems) to build efficiencies and effectivenessin own function/ Client organization - Expert Process Excellence - Ability to follow the standards and norms toproduce consistent results, provide effective control and reduction ofrisk Expert Functional/Technical - Knowledge of Network Security devices,firewalls, end points, SIEM, application security, IPS/IDS, VA / PTskills - Master Competency Levels Foundation Knowledgeable about the competency requirements. Demonstrates (inparts) frequently with minimal support and guidance. Competent Consistently demonstrates the full range of the competencywithout guidance. Extends the competency to difficult and unknownsituations as well. Expert Applies the competency in all situations and is serves as a guideto others as well. Master Coaches others and builds organizational capability in thecompetency area. Serves as a key resource for that competency and isrecognized within the entire organization. Behavioral Competencies Effective Communication Collaborative Working Execution Excellence Problem Solving & Analytical Skills Deliver No. Performance Parameter Measure 1. Customer centricity Timely security breach solutioning to end users,Internal stakeholders & external customers experience 2. Process Adherence Adherence to SLA s (90-95%), response time and resolutiontime TAT Checkpoint Firewalls and VPN,Other Details DepartmentGeneral / Other SoftwareSecurity ServicesIndustry IT IT - Software EducationGraduation"
"Cyber Security Analyst","Job DetailsRole Purpose The purpose of this role is to analyse, identify, rectify &recommend specific improvement measures that help in the securityposture of the organization by protecting the sensitive information Do Ensuring customer centricity by providing aptcybersecurity Monitoring and safeguarding the log sources and security access Planning for disaster recovery in the event of any securitybreaches Monitor for attacks, intrusions and unusual, unauthorized orillegal activity Performs moderately complex log reviews and forensic analysis toidentify unauthorized or unacceptable access to data or systems Conduct security assessments, risk analysis and root causeanalysis of security incidents Handling incidents escalated by the L1 team in 24x7 rotationalshifts Use advanced analytics tools to determine emerging threatpatterns and vulnerabilities Completing all tactical security operations tasks associatedwith this engagement. Analyses all the attacks and come up with remedial attackanalysis Conduct detailed analysis of incidents and create reports anddashboards Stakeholder coordination & audit assistance Liaise with stakeholders in relation to cyber security issuesand provide future recommendations Maintain an information security risk register and assist withinternal and external audits relating to information security Assist with the creation, maintenance and delivery of cybersecurity awareness training for colleagues Advice and guidance to employees on issues such as spam andunwanted or malicious emails Stakeholder Interaction Stakeholder Type Stakeholder Identification Purpose of Interaction Internal Technical Lead/ Project Lead Regular reporting & updates Security Intelligence (Practice) Coordination for security reasons External Customer To coordinate for all security breaches & resolutions Display Lists the competencies required to perform this role effectively: Functional Competencies/ Skill Leveraging Technology - Knowledge of current and upcoming technology(automation, tools and systems) to build efficiencies and effectivenessin own function/ Client organization - Expert Process Excellence - Ability to follow the standards and norms toproduce consistent results, provide effective control and reduction ofrisk Expert Functional/Technical - Knowledge of Network Security devices,firewalls, end points, SIEM, application security, IPS/IDS, VA / PTskills - Master Competency Levels Foundation Knowledgeable about the competency requirements. Demonstrates (inparts) frequently with minimal support and guidance. Competent Consistently demonstrates the full range of the competencywithout guidance. Extends the competency to difficult and unknownsituations as well. Expert Applies the competency in all situations and is serves as a guideto others as well. Master Coaches others and builds organizational capability in thecompetency area. Serves as a key resource for that competency and isrecognized within the entire organization. Behavioral Competencies Effective Communication Collaborative Working Execution Excellence Problem Solving & Analytical Skills Deliver No. Performance Parameter Measure 1. Customer centricity Timely security breach solutioning to end users,Internal stakeholders & external customers experience 2. Process Adherence Adherence to SLA s (90-95%), response time and resolutiontime TAT Saviynt,Other Details DepartmentGeneral / Other SoftwareSecurity ServicesIndustry IT IT - Software EducationGraduation"
